Timestamp,z_axis_rms_velocity_mm_sec,x_axis_rms_velocity_mm_sec,z_axis_peak_acceleration_g,x_axis_peak_acceleration_g,high_frequency_rms_acceleration_g,z_axis_kurtosis,x_axis_kurtosis,z_axis_crest_factor,x_axis_crest_factor,peak_velocity_component_freq_hz,temperature_c,iso_health_zone,data_source
2026-01-18 00:26:00,0.95,0.8,0.93,0.71,0.14,3.83,3.36,6.52,17.79,29.1,36.26,ZONE_A,synthetic
2026-01-18 00:27:00,0.12,0.13,0.19,0.2,0.01,3.18,3.12,15.0,19.68,0.0,25.82,ZONE_A,synthetic
2026-01-18 00:28:00,0.7,0.45,0.7,0.38,0.1,3.53,2.89,6.72,16.67,36.3,38.57,ZONE_A,synthetic
2026-01-18 00:29:00,0.88,0.24,0.99,0.51,0.13,3.47,2.71,7.46,41.44,33.7,41.17,ZONE_A,synthetic
2026-01-18 00:30:00,1.15,0.53,1.42,0.5,0.17,3.59,2.71,8.27,18.72,39.6,42.05,ZONE_A,synthetic
2026-01-18 00:31:00,3.15,1.87,4.55,2.94,0.47,4.03,3.07,9.64,31.38,36.4,40.59,ZONE_B,synthetic
2026-01-18 00:32:00,1.07,0.58,1.47,0.96,0.16,3.82,3.19,9.2,33.46,41.6,39.5,ZONE_A,synthetic
2026-01-18 00:33:00,1.37,0.82,1.97,1.33,0.21,3.68,3.19,9.57,32.51,41.8,41.75,ZONE_A,synthetic
2026-01-18 00:34:00,0.16,0.16,0.23,0.24,0.02,3.11,3.02,15.0,24.12,0.0,29.32,ZONE_A,synthetic
2026-01-18 00:35:00,3.66,2.79,5.5,4.22,0.55,3.65,3.22,10.02,30.28,42.4,40.04,ZONE_B,synthetic
2026-01-18 00:36:00,1.61,1.21,2.36,1.68,0.24,3.69,3.15,9.77,27.68,38.9,41.13,ZONE_A,synthetic
2026-01-18 00:37:00,0.19,0.15,0.29,0.22,0.02,3.21,3.25,15.0,21.85,0.0,32.19,ZONE_A,synthetic
2026-01-18 00:38:00,0.2,0.12,0.3,0.17,0.02,3.35,3.23,15.0,17.26,0.0,32.12,ZONE_A,synthetic
2026-01-18 00:39:00,1.58,1.31,2.37,1.82,0.24,3.62,3.26,10.0,27.74,40.0,45.25,ZONE_A,synthetic
2026-01-18 00:40:00,4.21,3.24,6.32,4.59,0.63,3.68,3.36,10.01,28.32,39.3,47.37,ZONE_B,synthetic
2026-01-18 00:41:00,0.26,0.1,0.39,0.16,0.03,3.13,3.17,15.0,15.7,0.0,35.27,ZONE_A,synthetic
2026-01-18 00:42:00,0.33,0.07,0.49,0.11,0.03,3.06,3.0,15.0,10.79,0.0,34.79,ZONE_A,synthetic
2026-01-18 00:43:00,1.95,1.55,2.96,2.09,0.29,3.44,2.99,10.12,26.96,44.8,48.65,ZONE_A,synthetic
2026-01-18 00:44:00,1.69,1.28,2.61,1.68,0.25,3.21,2.65,10.3,26.31,41.9,45.36,ZONE_A,synthetic
2026-01-18 00:45:00,0.33,0.07,0.5,0.1,0.03,3.18,3.14,15.0,10.44,0.0,32.88,ZONE_A,synthetic
2026-01-18 00:46:00,1.53,1.31,2.33,1.77,0.23,3.13,2.59,10.15,26.95,37.3,46.56,ZONE_A,synthetic
2026-01-18 00:47:00,0.32,0.09,0.48,0.14,0.03,3.02,3.01,15.0,14.09,0.0,32.19,ZONE_A,synthetic
2026-01-18 00:48:00,1.53,1.05,2.42,1.52,0.23,3.28,2.48,10.55,29.01,45.8,46.24,ZONE_A,synthetic
2026-01-18 00:49:00,2.9,1.86,4.38,2.73,0.43,3.27,2.44,10.07,29.45,45.5,43.88,ZONE_B,synthetic
2026-01-18 00:50:00,1.77,0.84,2.72,1.68,0.27,3.21,2.62,10.24,39.92,39.6,41.51,ZONE_A,synthetic
2026-01-18 00:51:00,1.87,1.22,2.83,1.86,0.28,3.14,2.62,10.08,30.45,47.6,41.72,ZONE_A,synthetic
2026-01-18 00:52:00,3.74,2.62,5.71,3.89,0.56,3.04,2.58,10.17,29.7,40.4,41.25,ZONE_B,synthetic
2026-01-18 00:53:00,1.74,1.26,2.58,1.95,0.26,2.99,2.78,9.88,30.84,36.0,41.94,ZONE_A,synthetic
2026-01-18 00:54:00,2.0,1.6,3.02,2.22,0.3,2.67,2.22,10.07,27.87,40.6,42.88,ZONE_A,synthetic
2026-01-18 00:55:00,4.63,3.22,7.02,4.93,0.69,3.03,2.39,10.12,30.59,41.8,44.78,ZONE_B,synthetic
2026-01-18 00:56:00,0.29,0.09,0.44,0.13,0.03,2.93,2.91,15.0,13.44,0.0,32.75,ZONE_A,synthetic
2026-01-18 00:57:00,0.33,0.11,0.49,0.16,0.03,2.91,3.05,15.0,16.25,0.0,32.92,ZONE_A,synthetic
2026-01-18 00:58:00,2.09,1.57,3.13,2.17,0.31,3.09,2.57,9.97,27.67,43.2,44.12,ZONE_A,synthetic
2026-01-18 00:59:00,0.33,0.1,0.5,0.14,0.03,2.91,3.0,15.0,14.41,0.0,31.69,ZONE_A,synthetic
2026-01-18 01:00:00,1.96,1.49,2.93,2.14,0.29,3.1,2.63,9.96,28.58,47.7,46.04,ZONE_A,synthetic
2026-01-18 01:01:00,4.25,3.13,6.32,4.51,0.64,3.19,2.84,9.92,28.86,48.1,48.05,ZONE_B,synthetic
2026-01-18 01:02:00,0.32,0.12,0.48,0.19,0.03,3.01,2.9,15.0,18.59,0.0,34.65,ZONE_A,synthetic
2026-01-18 01:03:00,0.42,0.11,0.63,0.17,0.04,2.99,3.14,15.0,16.82,0.0,36.51,ZONE_A,synthetic
2026-01-18 01:04:00,1.79,1.44,2.63,2.09,0.27,3.33,3.2,9.8,29.1,47.7,50.92,ZONE_A,synthetic
2026-01-18 01:05:00,1.58,1.35,2.57,2.03,0.24,3.21,3.14,10.88,30.0,46.9,48.19,ZONE_A,synthetic
2026-01-18 01:06:00,3.59,2.76,5.7,4.28,0.54,3.17,2.92,10.58,31.04,37.9,50.28,ZONE_B,synthetic
2026-01-18 01:07:00,1.52,1.06,2.59,1.77,0.23,2.87,2.44,11.36,33.41,44.0,49.67,ZONE_A,synthetic
2026-01-18 01:08:00,0.44,0.15,0.66,0.22,0.04,3.2,3.15,15.0,22.12,0.0,38.67,ZONE_A,synthetic
2026-01-18 01:09:00,1.43,1.16,2.5,1.87,0.21,2.7,2.47,11.71,32.33,45.5,49.56,ZONE_A,synthetic
2026-01-18 01:10:00,3.49,2.65,5.65,4.11,0.52,2.33,2.13,10.79,31.04,45.7,49.11,ZONE_B,synthetic
2026-01-18 01:11:00,0.47,0.13,0.71,0.2,0.05,3.12,3.24,15.0,19.56,0.0,40.91,ZONE_A,synthetic
2026-01-18 01:12:00,0.47,0.11,0.7,0.16,0.05,3.42,3.3,15.0,16.28,0.0,40.32,ZONE_A,synthetic
2026-01-18 01:13:00,1.45,1.22,2.39,1.81,0.22,2.59,2.39,11.02,29.66,36.4,47.93,ZONE_A,synthetic
2026-01-18 01:14:00,2.68,2.0,3.99,2.82,0.4,2.55,2.16,9.91,28.19,42.0,46.84,ZONE_A,synthetic
2026-01-18 01:15:00,1.56,1.07,2.25,1.63,0.23,2.34,2.11,9.63,30.29,40.5,46.25,ZONE_A,synthetic
2026-01-18 01:16:00,1.5,0.92,2.23,1.41,0.22,2.07,1.53,9.93,30.66,37.6,44.66,ZONE_A,synthetic
2026-01-18 01:17:00,0.44,0.07,0.66,0.11,0.04,3.07,3.15,15.0,10.76,0.0,37.75,ZONE_A,synthetic
2026-01-18 01:18:00,1.62,1.28,2.4,1.81,0.24,2.22,2.0,9.86,28.21,37.9,44.8,ZONE_A,synthetic
2026-01-18 01:19:00,1.52,1.24,2.19,1.59,0.23,2.05,1.84,9.6,25.6,36.6,46.13,ZONE_A,synthetic
2026-01-18 01:20:00,0.43,0.06,0.65,0.09,0.04,3.02,2.9,15.0,8.53,0.0,38.12,ZONE_A,synthetic
2026-01-18 01:21:00,1.27,0.9,1.73,1.23,0.19,2.3,2.02,9.06,27.56,33.9,46.59,ZONE_A,synthetic
2026-01-18 01:22:00,1.22,0.98,1.71,1.54,0.18,2.39,2.44,9.35,31.4,32.8,46.28,ZONE_A,synthetic
2026-01-18 01:23:00,3.14,2.57,4.58,3.6,0.47,2.65,2.35,9.72,28.1,33.0,47.22,ZONE_B,synthetic
2026-01-18 01:24:00,1.19,0.79,1.71,1.3,0.18,2.83,2.39,9.6,32.89,40.5,48.67,ZONE_A,synthetic
2026-01-18 01:25:00,1.43,0.85,2.22,1.57,0.21,2.63,2.31,10.38,36.87,40.9,48.92,ZONE_A,synthetic
2026-01-18 01:26:00,3.27,2.3,4.96,3.67,0.49,2.71,2.43,10.1,31.89,31.6,49.19,ZONE_B,synthetic
2026-01-18 01:27:00,1.1,0.82,1.81,1.38,0.16,2.91,2.65,11.0,33.72,27.4,50.82,ZONE_A,synthetic
2026-01-18 01:28:00,0.77,0.98,1.49,1.53,0.11,2.97,2.76,12.94,31.23,36.7,51.34,ZONE_A,synthetic
2026-01-18 01:29:00,0.3,0.02,0.45,0.02,0.03,3.11,3.18,15.0,2.43,0.0,38.26,ZONE_A,synthetic
2026-01-18 01:30:00,0.8,0.58,1.37,0.88,0.12,3.04,2.4,11.37,30.51,30.5,52.42,ZONE_A,synthetic
2026-01-18 01:31:00,0.85,0.48,1.46,0.85,0.13,3.28,2.76,11.44,35.64,28.3,53.92,ZONE_A,synthetic
2026-01-18 01:32:00,3.26,2.15,4.99,3.53,0.49,3.29,2.81,10.2,32.84,24.5,51.82,ZONE_B,synthetic
2026-01-18 01:33:00,0.81,0.71,1.25,1.06,0.12,3.52,2.99,10.32,29.89,25.3,52.12,ZONE_A,synthetic
2026-01-18 01:34:00,0.29,0.01,0.43,0.02,0.03,3.03,3.15,15.0,1.68,0.0,40.64,ZONE_A,synthetic
2026-01-18 01:35:00,0.28,0.04,0.42,0.06,0.03,3.04,3.04,15.0,5.94,0.0,39.44,ZONE_A,synthetic
2026-01-18 01:36:00,0.29,0.04,0.44,0.07,0.03,2.96,3.08,15.0,6.54,0.0,37.14,ZONE_A,synthetic
2026-01-18 01:37:00,3.01,2.29,4.54,3.27,0.45,3.38,2.98,10.06,28.65,27.7,49.41,ZONE_B,synthetic
2026-01-18 01:38:00,1.08,0.87,1.65,1.28,0.16,3.21,2.83,10.16,29.36,35.1,51.1,ZONE_A,synthetic
2026-01-18 01:39:00,1.31,0.93,1.87,1.28,0.2,3.16,2.69,9.5,27.43,30.0,50.8,ZONE_A,synthetic
2026-01-18 01:40:00,2.97,1.98,4.46,3.01,0.45,3.26,2.54,10.01,30.53,24.6,49.16,ZONE_B,synthetic
2026-01-18 01:41:00,0.31,0.08,0.46,0.12,0.03,2.92,2.98,15.0,12.31,0.0,35.75,ZONE_A,synthetic
2026-01-18 01:42:00,1.3,1.0,1.89,1.54,0.19,3.26,2.82,9.72,31.02,27.9,48.99,ZONE_A,synthetic
2026-01-18 01:43:00,1.08,0.96,1.34,1.11,0.16,2.98,2.72,8.24,23.31,27.9,49.56,ZONE_A,synthetic
2026-01-18 01:44:00,3.3,2.57,4.7,3.37,0.5,2.89,2.72,9.47,26.21,32.3,48.65,ZONE_B,synthetic
2026-01-18 01:45:00,0.91,0.98,1.12,1.13,0.14,2.71,2.7,8.18,23.09,39.1,48.06,ZONE_A,synthetic
2026-01-18 01:46:00,0.22,0.11,0.33,0.16,0.02,3.39,3.34,15.0,16.07,0.0,37.73,ZONE_A,synthetic
2026-01-18 01:47:00,2.65,1.97,3.74,2.71,0.4,2.67,2.4,9.39,27.41,41.7,47.89,ZONE_A,synthetic
2026-01-18 01:48:00,1.15,0.92,1.46,1.07,0.17,2.41,2.13,8.46,23.28,50.1,50.03,ZONE_A,synthetic
2026-01-18 01:49:00,1.05,0.72,1.23,0.9,0.16,1.94,1.92,7.82,24.95,51.4,50.25,ZONE_A,synthetic
2026-01-18 01:50:00,0.15,0.11,0.22,0.17,0.01,3.26,3.22,15.0,16.69,0.0,36.38,ZONE_A,synthetic
2026-01-18 01:51:00,0.17,0.11,0.26,0.16,0.02,3.13,3.25,15.0,16.21,0.0,36.04,ZONE_A,synthetic
2026-01-18 01:52:00,0.92,0.87,1.11,0.87,0.14,1.93,1.76,8.09,20.03,48.9,47.01,ZONE_A,synthetic
2026-01-18 01:53:00,0.18,0.07,0.27,0.11,0.02,3.15,3.13,15.0,10.78,0.0,34.79,ZONE_A,synthetic
2026-01-18 01:54:00,0.2,0.08,0.29,0.12,0.02,3.07,3.12,15.0,12.37,0.0,34.75,ZONE_A,synthetic
2026-01-18 01:55:00,0.31,0.08,0.47,0.12,0.03,3.09,3.24,15.0,12.29,0.0,35.22,ZONE_A,synthetic
2026-01-18 01:56:00,0.29,0.09,0.43,0.13,0.03,3.36,3.07,15.0,12.79,0.0,36.0,ZONE_A,synthetic
2026-01-18 01:57:00,0.93,0.76,1.23,0.96,0.14,2.22,2.06,8.75,25.16,41.3,50.26,ZONE_A,synthetic
2026-01-18 01:58:00,0.33,0.07,0.49,0.1,0.03,3.39,3.33,15.0,10.49,0.0,38.26,ZONE_A,synthetic
2026-01-18 01:59:00,1.13,1.1,1.33,1.21,0.17,2.33,2.16,7.84,22.06,37.9,53.56,ZONE_A,synthetic
2026-01-18 02:00:00,2.67,1.98,3.82,2.56,0.4,2.25,1.92,9.52,25.86,35.7,51.78,ZONE_A,synthetic
2026-01-18 02:01:00,0.88,0.87,1.21,1.09,0.13,2.57,2.23,9.16,25.29,39.7,52.84,ZONE_A,synthetic
2026-01-18 02:02:00,2.42,1.71,3.63,2.44,0.36,2.39,2.16,10.0,28.45,36.9,53.11,ZONE_A,synthetic
2026-01-18 02:03:00,0.24,0.08,0.37,0.12,0.02,3.09,3.15,15.0,11.75,0.0,40.59,ZONE_A,synthetic
2026-01-18 02:04:00,0.79,0.78,1.18,1.01,0.12,2.22,1.97,9.99,25.92,37.3,52.83,ZONE_A,synthetic
2026-01-18 02:05:00,2.28,1.63,3.65,2.62,0.34,2.06,1.95,10.68,32.08,34.2,50.98,ZONE_A,synthetic
2026-01-18 02:06:00,0.67,0.66,1.19,1.07,0.1,2.35,2.02,11.82,32.43,35.3,52.19,ZONE_A,synthetic
2026-01-18 02:07:00,0.79,0.78,1.24,0.95,0.12,2.07,1.83,10.54,24.27,40.4,50.52,ZONE_A,synthetic
2026-01-18 02:08:00,0.32,0.1,0.47,0.14,0.03,3.19,3.25,15.0,14.39,0.0,39.56,ZONE_A,synthetic
2026-01-18 02:09:00,0.89,1.02,1.39,1.34,0.13,2.15,2.16,10.43,26.26,40.3,50.38,ZONE_A,synthetic
2026-01-18 02:10:00,2.03,1.6,2.98,2.22,0.3,2.26,2.06,9.76,27.75,41.2,50.98,ZONE_A,synthetic
2026-01-18 02:11:00,0.66,0.54,0.91,0.63,0.1,2.26,1.96,9.17,23.44,43.4,52.43,ZONE_A,synthetic
2026-01-18 02:12:00,1.73,1.08,2.55,1.56,0.26,2.35,1.78,9.85,28.78,48.9,53.6,ZONE_A,synthetic
2026-01-18 02:13:00,0.32,0.12,0.48,0.18,0.03,2.78,2.81,15.0,17.55,0.0,43.22,ZONE_A,synthetic
2026-01-18 02:14:00,0.23,0.11,0.35,0.17,0.02,3.03,3.01,15.0,16.79,0.0,43.15,ZONE_A,synthetic
2026-01-18 02:15:00,0.63,0.42,0.92,0.53,0.09,2.35,2.08,9.72,25.71,45.4,55.14,ZONE_A,synthetic
2026-01-18 02:16:00,1.85,1.48,2.81,2.09,0.28,2.21,1.93,10.15,28.28,42.5,56.96,ZONE_A,synthetic
2026-01-18 02:17:00,0.5,0.45,0.78,0.62,0.07,2.26,1.84,10.39,27.23,39.6,58.48,ZONE_A,synthetic
2026-01-18 02:18:00,1.64,1.11,2.63,1.82,0.25,2.03,1.46,10.68,32.8,38.0,59.34,ZONE_A,synthetic
2026-01-18 02:19:00,0.5,0.05,0.81,0.28,0.07,2.06,1.6,10.79,28.38,31.0,59.84,ZONE_A,synthetic
2026-01-18 02:20:00,1.24,0.73,2.02,1.36,0.19,2.29,1.87,10.88,37.42,32.8,59.44,ZONE_A,synthetic
2026-01-18 02:21:00,0.27,0.1,0.41,0.15,0.03,3.02,2.96,15.0,15.2,0.0,46.67,ZONE_A,synthetic
2026-01-18 02:22:00,0.28,0.11,0.42,0.16,0.03,2.87,3.0,15.0,15.95,0.0,47.78,ZONE_A,synthetic
2026-01-18 02:23:00,0.34,0.1,0.5,0.14,0.03,2.9,2.89,15.0,14.46,0.0,46.78,ZONE_A,synthetic
2026-01-18 02:24:00,0.5,0.04,1.07,0.47,0.07,2.43,1.91,14.24,46.85,36.8,57.7,ZONE_A,synthetic
2026-01-18 02:25:00,1.01,0.52,1.72,1.22,0.15,2.45,2.17,11.34,46.67,37.8,57.41,ZONE_A,synthetic
2026-01-18 02:26:00,0.5,0.41,0.99,0.74,0.07,2.99,2.57,13.23,35.92,38.0,57.85,ZONE_A,synthetic
2026-01-18 02:27:00,0.36,0.09,0.54,0.14,0.04,2.96,2.91,15.0,13.98,0.0,44.4,ZONE_A,synthetic
2026-01-18 02:28:00,0.72,0.68,1.31,1.05,0.11,2.91,2.7,12.14,31.06,40.5,58.23,ZONE_A,synthetic
2026-01-18 02:29:00,0.28,0.1,0.43,0.15,0.03,3.1,3.07,15.0,14.77,0.0,45.14,ZONE_A,synthetic
2026-01-18 02:30:00,0.26,0.08,0.39,0.12,0.03,2.97,2.79,15.0,12.17,0.0,44.3,ZONE_A,synthetic
2026-01-18 02:31:00,0.72,0.47,1.26,0.78,0.11,2.8,2.27,11.76,33.34,39.4,56.85,ZONE_A,synthetic
2026-01-18 02:32:00,0.83,0.54,1.42,1.08,0.12,3.1,2.58,11.45,39.94,40.7,56.85,ZONE_A,synthetic
2026-01-18 02:33:00,0.5,0.2,0.9,0.42,0.07,3.34,2.77,12.02,41.55,44.5,58.5,ZONE_A,synthetic
2026-01-18 02:34:00,0.24,0.08,0.36,0.12,0.02,3.0,3.11,15.0,12.36,0.0,46.99,ZONE_A,synthetic
2026-01-18 02:35:00,0.79,0.7,1.28,0.88,0.12,3.31,2.72,10.86,25.29,43.8,57.94,ZONE_A,synthetic
2026-01-18 02:36:00,0.51,0.24,0.74,0.55,0.08,3.89,3.39,9.74,45.04,48.2,54.8,ZONE_A,synthetic
2026-01-18 02:37:00,0.27,0.06,0.41,0.1,0.03,3.1,3.07,15.0,9.74,0.0,43.91,ZONE_A,synthetic
2026-01-18 02:38:00,0.64,0.59,0.85,0.66,0.1,4.17,3.72,8.82,22.24,54.1,57.16,ZONE_A,synthetic
2026-01-18 02:39:00,0.6,0.48,0.67,0.39,0.09,4.08,3.42,7.37,16.12,54.8,58.32,ZONE_A,synthetic
2026-01-18 02:40:00,0.86,0.38,1.03,0.38,0.13,3.82,3.13,7.97,19.91,53.0,58.29,ZONE_A,synthetic
2026-01-18 02:41:00,0.26,0.05,0.39,0.07,0.03,2.92,2.87,15.0,7.19,0.0,45.04,ZONE_A,synthetic
2026-01-18 02:42:00,0.29,0.07,0.43,0.11,0.03,2.96,3.18,15.0,10.7,0.0,45.77,ZONE_A,synthetic
2026-01-18 02:43:00,0.67,0.52,0.86,0.74,0.1,3.47,2.96,8.59,28.82,61.5,59.64,ZONE_A,synthetic
2026-01-18 02:44:00,0.33,0.09,0.49,0.13,0.03,2.99,3.19,15.0,13.46,0.0,47.44,ZONE_A,synthetic
2026-01-18 02:45:00,0.93,0.82,1.25,1.01,0.14,3.3,2.93,8.94,24.62,58.1,62.1,ZONE_A,synthetic
2026-01-18 02:46:00,1.72,1.3,2.45,1.83,0.26,2.99,2.58,9.47,28.13,54.0,63.17,ZONE_A,synthetic
2026-01-18 02:47:00,0.3,0.12,0.44,0.18,0.03,2.88,2.77,15.0,17.93,0.0,51.45,ZONE_A,synthetic
2026-01-18 02:48:00,0.26,0.13,0.39,0.19,0.03,2.77,2.81,15.0,18.9,0.0,50.49,ZONE_A,synthetic
2026-01-18 02:49:00,1.16,0.76,1.58,0.96,0.17,3.01,2.24,9.13,25.05,50.9,66.79,ZONE_A,synthetic
2026-01-18 02:50:00,0.28,0.12,0.42,0.17,0.03,2.66,2.63,15.0,17.28,0.0,51.32,ZONE_A,synthetic
2026-01-18 02:51:00,0.85,0.35,1.15,0.6,0.13,3.15,2.53,9.05,34.74,30.3,69.04,ZONE_A,synthetic
2026-01-18 02:52:00,0.28,0.15,0.42,0.23,0.03,2.95,2.98,15.0,23.08,0.0,53.48,ZONE_A,synthetic
2026-01-18 02:53:00,0.74,0.59,0.94,0.74,0.11,3.03,2.63,8.49,25.05,36.1,70.15,ZONE_A,synthetic
2026-01-18 02:54:00,0.74,0.66,0.93,0.76,0.11,2.85,2.7,8.36,23.04,37.7,72.43,ZONE_A,synthetic
2026-01-18 02:55:00,1.48,1.23,2.04,1.46,0.22,2.79,2.35,9.22,23.75,35.5,71.23,ZONE_A,synthetic
2026-01-18 02:56:00,0.5,0.44,0.73,0.66,0.07,2.91,2.69,9.7,30.3,46.6,70.9,ZONE_A,synthetic
2026-01-18 02:57:00,0.5,0.57,0.66,0.75,0.07,2.94,2.82,8.83,26.22,38.5,69.01,ZONE_A,synthetic
2026-01-18 02:58:00,1.32,1.22,1.98,1.61,0.2,2.93,2.64,10.01,26.41,41.3,66.92,ZONE_A,synthetic
2026-01-18 02:59:00,0.5,0.51,0.9,0.82,0.07,3.02,2.66,11.95,32.23,40.5,67.03,ZONE_A,synthetic
2026-01-18 03:00:00,0.27,0.12,0.41,0.18,0.03,3.18,3.08,15.0,17.98,0.0,53.55,ZONE_A,synthetic
2026-01-18 03:01:00,0.5,0.29,0.93,0.66,0.07,2.87,2.23,12.43,45.34,41.4,65.82,ZONE_A,synthetic
2026-01-18 03:02:00,1.9,1.3,3.1,2.22,0.29,2.89,2.34,10.86,34.19,42.7,66.52,ZONE_A,synthetic
2026-01-18 03:03:00,0.24,0.12,0.37,0.18,0.02,2.98,2.89,15.0,18.18,0.0,50.23,ZONE_A,synthetic
2026-01-18 03:04:00,0.5,0.19,1.06,0.85,0.07,2.98,2.5,14.13,84.57,35.3,61.14,ZONE_A,synthetic
2026-01-18 03:05:00,0.5,0.45,0.92,0.67,0.07,3.24,2.94,12.21,30.19,36.7,59.92,ZONE_A,synthetic
2026-01-18 03:06:00,2.49,1.97,3.75,2.92,0.37,2.96,2.78,10.07,29.63,42.2,55.96,ZONE_A,synthetic
2026-01-18 03:07:00,0.91,0.77,1.48,1.07,0.14,2.7,2.5,10.85,27.71,37.2,53.85,ZONE_A,synthetic
2026-01-18 03:08:00,0.99,0.99,1.51,1.43,0.15,2.4,2.41,10.16,29.01,28.8,54.94,ZONE_A,synthetic
2026-01-18 03:09:00,0.25,0.12,0.38,0.18,0.03,3.39,3.33,15.0,18.08,0.0,44.79,ZONE_A,synthetic
2026-01-18 03:10:00,1.04,1.21,1.65,1.5,0.16,2.07,2.17,10.59,24.85,28.2,54.02,ZONE_A,synthetic
2026-01-18 03:11:00,0.23,0.15,0.34,0.22,0.02,3.19,3.12,15.0,21.79,0.0,44.35,ZONE_A,synthetic
2026-01-18 03:12:00,1.06,0.73,1.78,1.1,0.16,1.89,1.37,11.17,30.29,34.0,52.74,ZONE_A,synthetic
2026-01-18 03:13:00,1.07,0.48,1.62,0.89,0.16,2.37,1.81,10.13,36.84,42.3,54.05,ZONE_A,synthetic
2026-01-18 03:14:00,1.09,0.58,1.68,1.06,0.16,2.46,2.03,10.29,36.55,55.8,52.39,ZONE_A,synthetic
2026-01-18 03:15:00,0.26,0.13,0.39,0.2,0.03,2.92,2.83,15.0,19.54,0.0,43.18,ZONE_A,synthetic
2026-01-18 03:16:00,0.89,0.6,1.34,0.99,0.13,2.58,2.13,9.96,33.22,50.1,51.65,ZONE_A,synthetic
2026-01-18 03:17:00,3.49,2.28,5.11,3.56,0.52,2.63,2.18,9.78,31.12,46.3,50.48,ZONE_B,synthetic
2026-01-18 03:18:00,0.57,0.26,0.63,0.33,0.09,2.7,2.28,7.41,25.21,45.5,51.84,ZONE_A,synthetic
2026-01-18 03:19:00,0.75,0.48,0.99,0.59,0.11,2.67,2.17,8.8,24.72,47.0,51.11,ZONE_A,synthetic
2026-01-18 03:20:00,0.96,0.75,1.39,1.0,0.14,2.54,2.22,9.67,26.67,48.7,50.62,ZONE_A,synthetic
2026-01-18 03:21:00,4.66,3.41,6.83,4.8,0.7,2.62,2.37,9.77,28.16,45.5,50.8,ZONE_B,synthetic
2026-01-18 03:22:00,0.85,0.71,1.34,0.99,0.13,2.97,2.59,10.51,27.74,38.3,53.67,ZONE_A,synthetic
2026-01-18 03:23:00,0.95,0.79,1.48,1.08,0.14,2.8,2.49,10.4,27.25,38.3,52.57,ZONE_A,synthetic
2026-01-18 03:24:00,0.88,0.59,1.39,0.88,0.13,3.34,2.77,10.51,29.62,37.5,51.99,ZONE_A,synthetic
2026-01-18 03:25:00,0.2,0.15,0.3,0.23,0.02,2.89,2.86,15.0,23.02,0.0,43.59,ZONE_A,synthetic
2026-01-18 03:26:00,1.03,0.85,1.59,1.21,0.15,3.74,3.18,10.3,28.42,48.4,50.94,ZONE_A,synthetic
2026-01-18 03:27:00,1.04,0.71,1.58,1.18,0.16,3.39,2.96,10.14,33.07,52.3,51.4,ZONE_A,synthetic
2026-01-18 03:28:00,0.98,0.71,1.35,0.79,0.15,3.03,2.32,9.2,22.42,51.3,53.28,ZONE_A,synthetic
2026-01-18 03:29:00,0.16,0.16,0.24,0.24,0.02,2.84,2.79,15.0,23.82,0.0,42.89,ZONE_A,synthetic
2026-01-18 03:30:00,0.96,0.4,1.37,0.89,0.14,2.78,2.16,9.5,44.45,48.8,52.58,ZONE_A,synthetic
2026-01-18 03:31:00,1.03,0.62,1.31,0.93,0.15,3.09,2.67,8.51,29.99,41.3,54.63,ZONE_A,synthetic
2026-01-18 03:32:00,0.19,0.14,0.28,0.21,0.02,2.86,2.93,15.0,20.63,0.0,45.61,ZONE_A,synthetic
2026-01-18 03:33:00,1.13,0.76,1.62,0.94,0.17,2.98,2.42,9.52,24.56,47.5,56.43,ZONE_A,synthetic
2026-01-18 03:34:00,1.46,0.92,2.15,1.36,0.22,2.72,2.06,9.82,29.52,53.6,56.28,ZONE_A,synthetic
2026-01-18 03:35:00,4.84,3.37,7.03,4.87,0.73,2.4,1.9,9.68,28.95,44.8,54.08,ZONE_B,synthetic
2026-01-18 03:36:00,1.53,1.12,1.81,1.33,0.23,2.73,2.18,7.89,23.72,39.1,52.7,ZONE_A,synthetic
2026-01-18 03:37:00,1.42,0.99,1.89,1.37,0.21,2.8,2.52,8.87,27.76,45.6,51.81,ZONE_A,synthetic
2026-01-18 03:38:00,0.15,0.13,0.22,0.2,0.01,3.02,2.87,15.0,19.59,0.0,43.43,ZONE_A,synthetic
2026-01-18 03:39:00,0.15,0.12,0.22,0.18,0.01,2.78,2.85,15.0,17.98,0.0,44.69,ZONE_A,synthetic
2026-01-18 03:40:00,1.34,0.85,1.69,1.21,0.2,2.56,2.22,8.45,28.36,47.1,53.31,ZONE_A,synthetic
2026-01-18 03:41:00,1.29,1.02,1.71,1.26,0.19,2.59,2.25,8.81,24.75,51.3,53.62,ZONE_A,synthetic
2026-01-18 03:42:00,0.16,0.17,0.24,0.25,0.02,3.15,2.85,15.0,24.84,0.0,43.68,ZONE_A,synthetic
2026-01-18 03:43:00,1.16,0.71,1.53,0.97,0.17,2.71,2.16,8.81,27.47,48.3,50.53,ZONE_A,synthetic
2026-01-18 03:44:00,0.19,0.18,0.28,0.26,0.02,3.01,3.04,15.0,26.25,0.0,44.0,ZONE_A,synthetic
2026-01-18 03:45:00,0.2,0.16,0.3,0.23,0.02,2.96,3.0,15.0,23.31,0.0,43.46,ZONE_A,synthetic
